,sex,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,schoolsup_encoded,famsup_encoded,paid_encoded,activities_encoded,nursery_encoded,higher_encoded,internet_encoded,romantic_encoded,school_MS,address_U,famsize_LE3,Pstatus_T,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,G3_prediction
316,1,17,2,4,2,2,0,4,3,3,1,1,1,6,15,16,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
317,1,17,2,2,2,2,0,4,4,4,2,3,5,6,12,12,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
318,1,18,3,2,2,2,0,4,1,1,1,1,5,15,12,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
319,0,18,4,4,2,1,0,3,2,4,1,4,3,6,11,12,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
320,1,18,4,4,1,2,1,2,4,4,1,1,4,2,14,12,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
321,1,17,2,2,3,3,0,4,2,3,1,1,1,8,13,15,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
322,1,19,3,2,1,2,1,3,3,3,4,3,3,0,9,8,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
323,0,18,4,3,2,1,0,4,2,3,1,2,1,0,10,10,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
324,0,18,1,2,2,1,0,3,4,4,2,4,4,10,10,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
325,0,17,4,1,2,1,0,4,5,4,2,4,5,22,11,11,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
326,0,17,3,2,1,1,0,4,4,4,3,4,3,18,13,13,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
327,1,18,1,1,2,4,0,5,2,2,1,1,3,2,17,17,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
328,1,18,1,1,2,2,0,5,4,4,1,1,4,0,12,13,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
329,1,17,2,2,1,2,0,5,4,5,1,2,5,12,12,12,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
330,1,18,2,1,2,2,0,4,3,1,1,1,5,10,12,13,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
331,0,17,1,1,1,2,0,4,3,3,1,2,4,0,12,12,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
332,1,18,2,2,1,3,0,4,3,3,1,2,2,0,18,18,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
333,1,17,1,1,1,3,0,4,3,3,1,1,3,0,13,13,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
334,0,18,2,1,1,3,0,4,2,4,1,3,2,0,14,15,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
335,0,18,4,4,1,2,0,5,4,3,1,1,2,0,17,17,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
336,0,18,4,2,1,2,0,4,3,2,1,4,5,2,15,16,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
337,1,17,4,3,1,3,0,4,2,2,1,2,3,0,17,18,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
338,1,17,3,1,2,4,0,3,1,2,1,1,3,0,18,19,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
339,0,18,3,2,2,3,0,5,4,2,1,1,4,0,14,15,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
340,0,17,3,3,1,1,0,4,4,3,1,3,5,0,14,15,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
341,1,19,4,4,2,2,0,2,3,4,2,3,2,2,14,13,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
342,1,18,4,3,2,2,0,4,4,5,1,2,2,0,13,14,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
343,1,18,4,3,1,4,0,4,3,3,1,1,3,0,16,17,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
344,0,18,4,4,1,1,0,1,4,2,2,2,1,0,18,18,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
345,1,18,4,4,1,2,0,4,2,4,1,1,4,0,14,15,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
346,0,17,4,4,2,1,0,4,1,1,2,2,5,0,12,13,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
347,1,17,4,4,2,3,0,5,3,4,1,1,5,0,7,7,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
348,1,17,4,2,2,3,0,4,3,3,1,1,3,0,16,16,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
349,1,17,3,2,1,4,0,5,2,2,1,2,5,0,18,18,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
350,0,19,2,1,2,3,1,4,3,1,1,1,5,0,9,10,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
351,0,20,3,2,1,1,2,5,5,3,1,1,5,0,14,15,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
352,0,19,3,3,1,2,0,4,5,3,1,2,5,0,10,10,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
353,1,18,1,4,1,2,0,3,4,4,1,2,5,2,10,10,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
354,1,18,2,1,2,2,0,5,3,3,1,2,1,2,12,12,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
355,1,17,2,3,2,2,0,4,2,1,1,1,3,2,11,12,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
356,1,17,4,4,1,1,0,4,4,4,1,1,5,2,15,16,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
357,1,18,4,3,1,3,0,4,3,4,1,1,5,2,14,15,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
358,1,18,4,3,2,1,0,3,2,4,1,4,1,8,12,12,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
359,1,17,3,4,1,3,0,4,3,4,2,5,5,2,15,15,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
360,1,18,3,3,1,2,0,4,1,4,1,1,3,8,11,12,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
361,0,19,4,2,2,2,0,5,4,4,1,1,1,9,11,10,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
362,1,18,4,4,1,2,0,4,4,4,3,3,5,0,12,11,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
363,1,18,3,4,1,1,0,5,4,4,1,1,1,4,11,12,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
364,1,17,4,4,1,1,0,5,3,4,1,2,5,2,14,15,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
365,1,17,4,3,1,2,0,5,2,2,1,2,5,14,15,14,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
366,1,17,3,3,1,2,0,5,3,3,1,1,5,0,12,12,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
367,1,17,2,1,1,2,0,4,2,3,2,2,2,2,11,12,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
368,0,18,4,4,1,1,0,4,2,5,3,4,5,2,8,9,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
369,1,19,1,1,3,3,0,1,5,5,4,3,5,12,10,10,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
370,1,19,1,1,3,2,2,5,3,4,1,1,4,2,8,8,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
371,1,18,2,2,1,1,0,4,3,5,2,4,5,2,10,10,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
372,1,17,2,2,1,2,0,4,2,2,1,1,3,4,14,13,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
373,1,17,2,2,1,3,0,3,3,2,2,2,3,0,11,11,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
374,1,17,3,1,1,3,0,3,4,3,2,3,5,0,17,18,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
375,1,17,0,2,2,3,0,3,3,3,2,3,2,0,14,14,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
376,1,18,1,1,2,3,0,4,5,5,1,2,2,0,14,14,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
377,0,18,4,4,1,3,0,4,3,3,2,2,3,0,13,14,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
378,0,17,3,3,1,1,0,4,3,5,3,5,5,0,17,18,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
379,0,17,2,2,4,1,0,4,4,5,5,5,4,2,11,10,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
380,1,17,4,4,1,3,0,5,4,4,1,3,4,0,13,12,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
381,1,17,4,4,2,3,0,4,3,3,1,2,4,4,15,14,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
382,1,17,3,3,1,1,0,4,2,5,2,5,5,2,11,12,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
383,0,18,2,2,1,4,0,4,5,5,2,4,5,0,11,11,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
384,0,19,3,2,1,1,0,5,3,4,2,2,5,0,11,10,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
385,1,18,2,2,4,2,0,4,2,5,1,1,2,2,10,9,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
386,1,17,2,4,1,3,0,4,4,3,1,1,5,0,15,15,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
387,0,18,2,2,1,1,0,5,4,2,1,2,5,6,15,14,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
388,1,18,3,3,1,2,0,5,3,4,1,1,4,8,10,11,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
389,1,18,2,2,1,2,0,4,3,3,1,1,2,0,10,9,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
390,1,18,2,2,2,4,0,4,4,4,1,1,4,6,14,13,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
391,1,17,3,4,1,3,0,4,4,5,1,3,5,8,11,13,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
392,1,17,3,2,1,2,0,4,3,2,2,3,2,0,12,13,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
393,1,18,3,3,1,4,0,5,3,3,1,1,1,4,14,14,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
394,1,17,3,2,1,2,0,4,3,3,2,3,2,0,14,14,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
395,0,18,4,4,1,2,0,4,3,3,2,2,2,0,12,12,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
396,0,18,3,4,1,2,0,4,3,3,1,3,5,6,16,16,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
397,1,17,2,2,1,2,0,3,3,1,1,2,4,18,10,12,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
398,1,18,2,3,1,3,0,4,3,3,1,2,3,0,11,12,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
399,1,18,3,2,1,3,0,5,4,3,2,3,1,4,14,16,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
400,0,18,4,3,1,3,0,5,3,2,1,2,4,4,15,14,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
401,0,18,4,3,1,3,0,5,4,5,2,3,5,0,14,13,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
402,1,17,4,3,1,3,0,4,4,3,1,3,4,0,11,12,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
403,1,17,2,1,2,2,0,4,3,4,2,2,1,10,12,15,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
404,1,17,2,1,1,2,0,4,3,5,2,4,4,4,12,16,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
405,1,19,2,3,2,1,1,2,2,3,3,4,5,16,10,11,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
406,1,17,3,1,1,1,1,4,1,2,1,1,3,6,10,13,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
407,1,21,4,4,1,3,2,3,3,2,1,1,5,0,9,12,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
408,0,18,2,2,1,2,0,4,4,4,1,3,3,11,9,11,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
409,0,18,3,4,1,2,0,4,3,5,1,4,2,9,13,14,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
410,1,17,2,2,1,2,0,4,3,4,1,3,4,0,13,17,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
411,0,17,4,4,1,3,0,4,4,2,1,2,4,2,12,15,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
412,1,18,4,2,1,2,0,4,2,2,1,1,3,0,14,17,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
413,0,21,1,1,2,2,2,5,3,3,5,2,4,21,9,10,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
414,1,20,1,1,2,3,0,3,2,2,1,3,3,8,11,15,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
415,1,19,4,4,1,1,1,3,2,5,4,4,5,5,9,10,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
416,0,17,3,2,1,2,0,4,4,4,1,2,5,10,16,18,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
417,1,18,3,2,1,3,0,4,3,4,1,2,2,5,14,17,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
418,0,18,2,3,1,1,0,3,1,3,4,5,4,13,13,14,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
419,0,19,2,1,1,1,0,5,3,4,1,4,4,10,7,11,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
420,1,18,2,2,2,2,0,4,1,4,1,3,4,10,14,17,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
421,1,20,1,0,2,1,1,5,3,1,1,1,5,5,8,10,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
422,1,18,3,2,1,2,0,3,1,2,1,2,1,4,10,13,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
423,1,16,1,3,2,1,0,4,3,3,1,3,5,11,10,11,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
424,1,16,2,2,2,2,0,4,4,4,1,1,5,0,12,12,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
425,1,15,1,1,1,1,1,4,1,3,1,1,2,6,10,10,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
426,1,15,3,3,2,1,0,5,4,4,2,3,5,4,10,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
427,1,16,2,3,2,2,0,4,5,2,1,2,5,0,16,17,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
428,1,15,2,1,2,1,0,1,3,4,1,1,1,0,6,8,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
429,0,16,4,4,1,2,0,5,3,2,1,3,2,5,10,11,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
430,0,16,1,2,1,3,0,4,4,3,1,1,5,0,10,11,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
431,1,17,3,2,1,2,1,4,5,4,1,2,5,0,10,10,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
432,1,17,1,1,1,1,1,5,4,4,2,2,5,0,6,6,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
433,1,15,4,4,2,1,0,1,5,1,3,5,5,0,13,14,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
434,1,16,2,2,2,4,0,1,2,1,1,1,1,4,10,9,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
435,1,15,1,1,2,2,0,5,4,3,1,2,4,0,10,10,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
436,1,15,1,1,2,1,1,4,4,3,1,2,2,4,6,7,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
437,1,16,0,2,2,1,0,3,2,3,1,2,2,0,12,11,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
438,1,17,2,3,2,1,0,5,5,5,1,3,3,2,10,11,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
439,1,15,3,3,2,1,0,4,1,3,1,1,4,0,14,16,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
440,0,16,1,1,2,2,0,5,4,5,4,5,3,0,7,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
441,0,17,1,1,1,2,0,4,4,3,2,4,5,4,8,9,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
442,0,15,4,1,1,2,0,5,3,4,1,2,2,0,12,13,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
443,0,15,4,1,1,2,0,5,3,4,1,2,2,7,7,9,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
444,0,16,3,4,3,2,0,3,4,5,1,2,5,4,9,10,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
445,0,15,1,1,4,2,0,5,4,5,2,4,4,8,7,9,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
446,0,15,3,3,1,2,0,5,3,3,1,1,5,0,11,11,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,0,17,2,1,3,1,0,5,5,5,5,5,3,8,8,10,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
448,1,16,4,4,2,3,0,4,2,2,1,1,4,6,16,16,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
449,1,15,1,2,2,1,0,5,1,2,1,1,1,3,11,13,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
450,1,16,2,3,3,2,0,4,5,4,1,2,1,2,15,15,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
451,0,16,1,2,2,2,0,4,3,3,1,1,5,0,10,11,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
452,1,16,2,2,3,2,0,4,4,5,1,1,4,4,9,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
453,1,16,1,2,1,3,1,1,3,2,1,2,4,0,10,8,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
454,1,16,1,2,1,3,1,1,3,2,1,2,4,3,9,8,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
455,1,15,2,1,1,2,0,4,4,2,3,3,2,0,9,10,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
456,1,16,1,1,1,2,0,5,4,3,2,1,2,0,13,14,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
457,0,17,1,2,1,1,0,5,5,5,5,5,3,4,10,11,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
458,1,16,1,1,4,4,0,4,3,2,1,1,1,0,13,10,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
459,1,16,1,1,4,3,0,4,4,3,1,1,5,2,10,9,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
460,1,15,1,1,2,2,0,4,3,3,1,1,2,1,11,10,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461,1,16,1,1,2,1,0,4,2,2,4,3,2,0,13,12,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
462,1,15,1,1,3,2,0,4,2,1,1,2,2,0,13,14,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,1,15,2,2,1,3,0,4,4,3,2,2,5,2,14,11,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
464,0,16,1,1,2,1,0,3,4,4,3,4,5,6,11,11,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
465,1,18,1,2,1,2,1,3,4,4,2,3,5,9,9,8,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
466,0,15,3,1,2,1,0,3,2,3,1,3,4,0,10,9,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
467,1,16,2,2,3,2,0,5,3,4,1,1,2,1,14,13,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
468,0,15,2,2,3,1,0,4,3,3,1,2,4,1,13,12,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
469,0,16,4,4,1,2,0,4,3,1,1,1,3,0,13,12,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
470,1,15,3,3,1,2,0,4,5,4,1,1,1,4,13,12,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
471,1,16,2,2,2,2,1,4,4,4,2,3,5,2,12,11,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
472,1,16,2,2,3,1,0,4,3,2,1,1,4,0,14,14,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
473,0,16,2,1,2,1,0,2,4,3,2,3,4,4,10,8,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
474,0,15,1,3,3,1,0,4,2,4,3,5,3,2,10,11,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
